title,company,location,job_type,salary
Informatiker:in / Bioinformatiker:in / Wirtschaftsinformatiker:in als Business Analyst:in für medizinische Anwendungen (m/w/d),DKMS Group gGmbH,Köln,Teilweise Home-Office,60.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Mathematiker / Physiker / Informatiker als Business Analyst (m/w/d),CETEQ GmbH,"Wuppertal, Düsseldorf, Köln, Bonn, Duisburg, Dortmund, Essen, Bochum, Mönchengladbach",Teilweise Home-Office,45.000 - 74.000 €/Jahr  (geschätzt für Vollzeit)
Trainee Data Scientist Personen-Rückversicherung,Hannover Rück SE,Hannover,Teilweise Home-Office,
Business Analyst als Quereinsteiger aus den Naturwissenschaften (m/w/d),mgm technology partners GmbH,"Bamberg, Berlin, Hamburg, Köln, Leipzig, München-Nord",Teilweise Home-Office,40.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Data Engineer* / Machine Learning Engineer*,inovex GmbH,"Karlsruhe, Köln, München, Hamburg, Stuttgart, Pforzheim, Berlin, Erlangen",Teilweise Home-Office,60.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Nachhaltigkeit Immobilienfinanzierung,R+V Lebensversicherung AG,Wiesbaden,Teilweise Home-Office,64.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)
Spezialist:in für Datenmanagement und KI,Deutsche Bahn AG,Berlin,,44.000 - 62.000 €/Jahr  (geschätzt für Vollzeit)
Solution Manager Master Data (m/w/x),ZEISS,Oberkochen (Baden-Württemberg),,
(Senior) Data Engineer (all genders),ParshipMeet Group,"Hamburg, Dresden, Berlin",,
(Senior) Data Engineer HR (m/w/d),REWE Group,Köln,Teilweise Home-Office,53.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)
"Senior Analyst, International Tech Risk & Controls",Coinbase Germany GmbH,"Berlin, Germany",Teilweise Home-Office,35.000 - 57.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Analyst E-Commerce (w/m/d),PharmaSGP Holding SE,Gräfelfing bei München,Teilweise Home-Office,63.000 - 82.000 €/Jahr  (geschätzt für Vollzeit)
Senior Consultant Advanced Analytics (m/w/d),INFOMOTION GmbH,"Frankfurt-am-Main, Berlin, Dresden, Hamburg, Köln, Stuttgart, München",Teilweise Home-Office,50.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
Junior Managers Program - Business Intelligence und Analytics - Traineeprogramm (w/m/div.),Bosch Gruppe,Gerlingen,,
Machine Learning Engineer (m/w/d),LAIQON AG,Hamburg,Teilweise Home-Office,54.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Manager Data and Accounting (m/w/d),HLS Handel und Lager Service GmbH,Köln,Teilweise Home-Office,60.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Product Analyst (w/m/d),1&1 Mail & Media,"Karlsruhe, München",Teilweise Home-Office,63.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)
Project Manager Big Data Procurement (m/w/d),STRABAG AG,Stuttgart,,71.000 - 94.000 €/Jahr  (geschätzt für Vollzeit)
Applied Machine Learning Engineers,Shopify,Remote - Global,,
IT-Projektleitung (w/m/d) für das Business Intelligence System,Bau- und Liegenschaftsbetrieb NRW,Düsseldorf,Teilweise Home-Office,3.524 - 5.815 €/Monat  (geschätzt für Vollzeit)
(Senior) Data Engineer (d/m/w),RND RedaktionsNetzwerk Deutschland GmbH,Hannover,Teilweise Home-Office,54.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
Machine Learning Engineer (m/f/x),ZEISS,Oberkochen (Baden-Württemberg),,
(Senior) Consultant/Business Analyst – Product Development (m/w/d),aixigo AG,Aachen,Teilweise Home-Office,47.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,"Karlsruhe, Köln, München, Hamburg, Stuttgart, Pforzheim, Berlin, Erlangen",Teilweise Home-Office,75.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)
Manager Risk Controlling & Data Analysis (m/w/d),PEAC (Germany) GmbH,Hamburg,Teilweise Home-Office,69.000 - 92.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data-Engineer /-Developer (m/w/d) (Schwerpunkt AWS),DER SPIEGEL GmbH & Co. KG,Hamburg,Teilweise Home-Office,
Product Owner & Senior Process Manager für Business Intelligence & Analytics (w/m/div.),Bosch Gruppe,München,Teilweise Home-Office,85.000 - 117.000 €/Jahr  (geschätzt für Vollzeit)
Product Owner & Senior Process Manager for Business Intelligence & Analytics (f/m/div.),Bosch Gruppe,München,Teilweise Home-Office,85.000 - 117.000 €/Jahr  (geschätzt für Vollzeit)
"Senior Analyst, Consolidation, Long-term planning, Long-term planning",Amazon Europe Core,Luxembourg,,
Senior Business Analyst (m/w/d) IT-Systeme Versicherung,Württembergische Versicherung Aktiengesellschaft,Kornwestheim,Teilweise Home-Office,72.000 - 95.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Liquidity Risk Analyst (f/m/d),Uniper SE,Düsseldorf,,62.000 - 88.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Data Engineer / Data Warehouse Entwickler (m/w/d),flaschenpost SE,"Münster, Köln, Berlin",Teilweise Home-Office,54.000 - 83.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Engineer (w/m/d),ING Deutschland,"Frankfurt am Main, Nürnberg",,66.000 - 93.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Pricing Manager / Analyst (m/w/d),Stadt-Parfümerie Pieper GmbH,Herne,,46.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)
Application Manager:in Data / Systems,Deutsche Bahn AG,Frankfurt am Main,Teilweise Home-Office,57.000 - 78.000 €/Jahr  (geschätzt für Vollzeit)
"Agile Project Manager | Login, Data & Digital Responsibility otto.de (w/m/d)",Otto (GmbH & Co KG),Hamburg,Teilweise Home-Office,60.000 - 87.000 €/Jahr  (geschätzt für Vollzeit)
Senior Consultant Data Management (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,"Berlin, München, Köln, Hamburg, Frankfurt, Düsseldorf, Hannover, Bielefeld, Dortmund, Münster",Teilweise Home-Office,
(Senior) Manager Business Intelligence & Data Management (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,"Frankfurt, München, Hamburg, Köln, Stuttgart, Düsseldorf, Hannover, Berlin",Teilweise Home-Office,
Senior SAP Analytics Consultant (all genders),adesso SE,"Bonn, Köln, Hamburg, Dortmund, Frankfurt, Nürnberg, München, Karlsruhe, Walldorf, Dresden​",Teilweise Home-Office,60.000 - 100.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Process Analyst / Prozessberater (m/w/d) Reporting – SAP BW / BPC / Power BI / Tableau,DR. JOHANNES HEIDENHAIN GmbH,Traunreut (Raum Rosenheim),Teilweise Home-Office,60.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Senior SAP Analytics Consultant (all genders),adesso SE,"Berlin, Düsseldorf, Essen, Paderborn, Stuttgart, Potsdam, Leipzig, Jena, Saarbrücken, Augsburg​",Teilweise Home-Office,60.000 - 96.000 €/Jahr  (geschätzt für Vollzeit)
Senior Big Data Engineer (m/w/d),Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",Teilweise Home-Office,72.000 - 100.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) SAP Analytics Planning Consultant (m/w/d),Arvato Systems GmbH,"Gütersloh, Köln, Hamburg, Berlin",Teilweise Home-Office,60.000 - 91.000 €/Jahr  (geschätzt für Vollzeit)
Machine Learning / AI - Engineer (F/M/D) - Hybrid Working,Nuromedia GmbH,Cologne,Teilweise Home-Office,49.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)
Junior Integration Engineer // Data Engineer,paretos GmbH,Heidelberg,Teilweise Home-Office,41.000 - 62.000 €/Jahr  (geschätzt für Vollzeit)
Mitarbeiter (m/w/d) Business Analyst / Solution Architect (Softwareentwickler/in),IDV AG Individuelle Datenverarbeitungssysteme,München,Teilweise Home-Office,49.000 - 81.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d),Sulzer GmbH,Magdeburg,Teilweise Home-Office,35.000 - 51.000 €/Jahr  (geschätzt für Vollzeit)
Controller & Spezialist für Data Warehouse (m/w/d) (Controller/in),BHI - Biohealth International GmbH,Münchberg Oberfranken,,39.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
"AI Architect / Machine Learning Engineer (m,f,d)",Milldent GmbH,Duisburg,,46.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)
Cloud Big Data Engineer / DevOps Engineer (m/w/d),QIMIA GmbH,"Köln, Deutschland",Teilweise Home-Office,43.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
"Prozess-und Betriebsdatenspezialist (m,w,d) (Berufsspezialist/in - Datenanalyse)",BN Automation AG,Ilmenau Thüringen,,34.000 - 46.000 €/Jahr  (geschätzt für Vollzeit)
Advisory Solution Consultant Manufacturing - German speaking,Service-now.com GmbH,Frankfurt,Teilweise Home-Office,50.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst - Credit,Avaloq Sourcing (Europe) AG,Berlin,,41.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
Senior Security Analyst / Engineer (d/f/m) (Cyber-Security-Consultant),Aignostics GmbH,Berlin,,45.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)
Working Student - Machine Learning Engineer,Linde Aktiengesellschaft,Pullach im Isartal,,
Business-Consultant (m/w/d) (Business-Intelligence-Consultant),Noxum GmbH,Würzburg,Teilweise Home-Office,46.000 - 64.000 €/Jahr  (geschätzt für Vollzeit)
Data Architect AI/ML (m/w/d) | Jobs bei Pexon Consulting GmbH,Pexon Consulting GmbH,"Berlin, Deutschland",Teilweise Home-Office,42.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)
Information Security Management Consultant mit Schwerpunkt DORA,handz.on GmbH,Munich,,52.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)
Data Warehouse Engineer (m/f/d),PAUL Tech AG,Mannheim,,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Consultant (m/w/d),Ailio GmbH,Bielefeld,Teilweise Home-Office,42.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
Data Scientist & Machine Learning Engineer (m/w/d) (Data Scientist),talocasa GmbH,Hamburg,Teilweise Home-Office,49.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d) Digitale Produkte (Berufsspezialist/in - Datenanalyse),BORA - Lüftungstechnik GmbH,Kiefersfelden,,39.000 - 60.000 €/Jahr  (geschätzt für Vollzeit)
Analyst (Business-Analyst/in),CIS Asset Management (Deutschland) GmbH,Eschborn Taunus,,40.000 - 57.000 €/Jahr  (geschätzt für Vollzeit)
Data Architect & Data Engineer 20h/week,uNaice UG (haftungsbeschränkt),Werther,Teilweise Home-Office,37.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst - all genders - fully remote within Germany,AIPERIA GmbH,Deutschland - Remote,Teilweise Home-Office,40.000 - 57.000 €/Jahr  (geschätzt für Vollzeit)
Technical SEO Manager + Web-Analyst (all genders),TMC GmbH,Bielefeld,,38.000 - 54.000 €/Jahr  (geschätzt für Vollzeit)
"Mitarbeiter/-in Marketing (m/w/d) mit dem Schwerpunkt Digital Content, Teil- oder Vollzeit (Digital-Analyst/in)",Sälker IT Solutions GmbH & Co. KG,Spelle,,26.000 - 49.000 €/Jahr  (geschätzt für Vollzeit)
Sustainability Reporting Specialist,EQS Group AG,Munich,,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
E-Commerce Analyst & Marketing Support Manager (Kaufmann/-frau - E-Commerce),Floortex Europe Ltd.,Mannheim,,36.000 - 49.000 €/Jahr  (geschätzt für Vollzeit)
Consultant (m/w/d) Data Analytics & Data Management,SIRIUS Consulting & Training Aktiengesel lschaft,Frankfurt,Teilweise Home-Office,44.000 - 62.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst (m/w/d),Collaboration Betters The World GmbH,Berlin,Teilweise Home-Office,39.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst - Cloud Solutions (m/w/d),p36 GmbH,Remote,Teilweise Home-Office,
Senior Salesforce Consultant & Business Analyst (m/w/d),Peak & Peak GmbH,"remote, Germany",Teilweise Home-Office,45.000 - 63.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Engineer Python/ML/AWS (m/f/d)- Remote,stenon GmbH,Potsdam,Teilweise Home-Office,44.000 - 62.000 €/Jahr  (geschätzt für Vollzeit)
Data Science and Machine Learning Engineer,Feniska UG (haftungsbeschränkt),Berlin,,47.000 - 66.000 €/Jahr  (geschätzt für Vollzeit)
Reporting Analyst (m/w/d),Swift Capital Partners GmbH,Hamburg,Teilweise Home-Office,40.000 - 57.000 €/Jahr  (geschätzt für Vollzeit)
Junior (Online) Marketing Manager (m/w/d) SEO & Analytics Vollzeit in München (Betriebswirt/in (Hochschule) - Marketing),ValueNet AG,München,Teilweise Home-Office,39.000 - 54.000 €/Jahr  (geschätzt für Vollzeit)
Project Engineer (m/f/d) (Machine Learning Engineer),Kraftblock GmbH,Sulzbach Saar,Teilweise Home-Office,45.000 - 62.000 €/Jahr  (geschätzt für Vollzeit)
"Advisory Solution Consultant, Partners (Cancom)",Service-now.com GmbH,Munich,Teilweise Home-Office,54.000 - 74.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst - Credit,Avaloq Sourcing (Europe) AG,Berlin,,41.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
People Systems & Analytics Specialist (w/m/d),nfon AG,"München, Berlin, Mainz, Mannheim, remote",Teilweise Home-Office,40.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
TOP TECHNOLOGIES CONSULTING GmbH – Berater (Mensch) Data Lifecycle Management,TOP TECHNOLOGIES CONSULTING GmbH,"30 Hannover, Deutschland",,39.000 - 58.000 €/Jahr  (geschätzt für Vollzeit)
Business Analyst Wertpapier (m/w/d),CPU Consulting & Software GmbH,Karlsruhe,Teilweise Home-Office,41.000 - 58.000 €/Jahr  (geschätzt für Vollzeit)
Cloud Big Data Engineer / DevOps Engineer (m/w/d),QIMIA GmbH,Köln,Teilweise Home-Office,47.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Data Engineer (m/w/d) (Data Engineer),esentri AG,Ettlingen,Teilweise Home-Office,46.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Architect and Team Leader (m / f / d),Omio Travel GmbH,Berlin,,55.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Data Engineer (m/w/d) | Jobs bei Pexon Consulting GmbH,Pexon Consulting GmbH,"Berlin, Deutschland",Teilweise Home-Office,42.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Data Engineer (m/w/d) job at ERGON Datenprojekte GmbH in Hamburg,ergon Datenprojekte GmbH,"Hamburg, Deutschland",Teilweise Home-Office,42.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)
Machine Learning Engineer (LLM/RAG),DigitalTwin Technology GmbH,Cologne,Teilweise Home-Office,48.000 - 66.000 €/Jahr  (geschätzt für Vollzeit)
Senior Database Engineer (m/w/d) (Data Engineer),Lang Service GmbH,Großenlüder,Teilweise Home-Office,46.000 - 64.000 €/Jahr  (geschätzt für Vollzeit)
Senior Research Analyst (w/m/d) | Barkow Consulting,Barkow Consulting GmbH,Rethelstr. 38 Düsseldorf,,42.000 - 60.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Data Engineer (m/w/d) (Informatiker/in),Goldner GmbH,Münchberg Oberfranken,,43.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)
