title,company,location,job_type,salary
Mitarbeiter:in (m/w/d) Software-Engineering eProcurement / P2P,STRABAG AG,Stuttgart,,61.000 - 82.000 €/Jahr  (geschätzt für Vollzeit)
Solution Architect - Customer Relations & Sales (m/w/d),REWE digital,Köln,Teilweise Home-Office,65.000 - 92.000 €/Jahr  (geschätzt für Vollzeit)
System­administrator:in (m/w/d) in Voll- oder Teilzeit,Zentralinstitut für die kassenärztliche Versorgung,Berlin,Teilweise Home-Office,
Senior Data Scientist mit Schwerpunkt Ökonometrie/ Predictive Analytics (gn*),Ernsting’s family,Coesfeld-Lette bei Münster,,64.000 - 94.000 €/Jahr  (geschätzt für Vollzeit)
Payroll Specialist / Mitarbeiter in der Entgeltabrechnung (m/w/d),IQVIA Commercial GmbH & Co. OHG,"Leipzig, Mannheim",Teilweise Home-Office,40.000 - 55.000 €/Jahr  (geschätzt für Vollzeit)
wiss. Mitarbeiterin bzw. Mitarbeiter (m/w/d) IT-Architektur am Datenkompetenzzentrum,Technische Universität Dresden,Dresden,,4.188 - 4.748 €/Monat  (geschätzt für Vollzeit)
Business Analyst (all genders),DATAGROUP,Wiesbaden,Teilweise Home-Office,56.000 - 76.000 €/Jahr  (geschätzt für Vollzeit)
"Risk Manager, Global Product and Food Safety (m/w/d)",Amazon Europe Core,München,,66.000 - 97.000 €/Jahr  (geschätzt für Vollzeit)
Abteilungsleiter (w/m/d) KI (Künstliche Intelligenz),Kassenärztliche Vereinigung Nordrhein,Düsseldorf,Teilweise Home-Office,63.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Software Architect in innovativen AI-Projekten (m/w/d),DATEV eG,Nürnberg,Teilweise Home-Office,86.000 - 96.000 €/Jahr  (geschätzt für Vollzeit)
Senior Technical Product Owner (m/f/d),MediaMarktSaturn,bundesweit,Teilweise Home-Office,58.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Community Development & Communications Manager IPAI (m/w/d),meinestadt.de,Heilbronn,,44.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)
Dataquality Manager:in,enercity AG,Hannover,Teilweise Home-Office,57.000 - 77.000 €/Jahr  (geschätzt für Vollzeit)
ISE Customer Facing Colleague Insights Sr. Manager (m/f/d) Germany,Pfizer Pharma GmbH,Berlin,,
(Senior) Business Analyst Bonds (m/w/d),WM Gruppe,Frankfurt am Main,Teilweise Home-Office,50.000 - 79.500 €/Jahr  (geschätzt für Vollzeit)
(Junior) Member Success Manager (m/w/d),Schwarz Corporate Solutions,Heilbronn,,41.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
Werkstudent:in (m/w/d) Entwicklung digitaler Formulare,STRABAG AG,Stuttgart,,
Senior Consultant KI & Machine Learning Public Sector (all genders),msg systems ag,"Berlin, Chemnitz, Düsseldorf, Frankfurt am Main, Hamburg, Hannover, Ismaning bei München",Teilweise Home-Office,56.000 - 93.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Scientist NLP/GenAI (m/w/d),Arvato Systems Digital GmbH,Gütersloh,Teilweise Home-Office,67.000 - 89.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) IT Consultant IoT & KI (all genders),msg systems ag,"Berlin, Düsseldorf, Essen, Frankfurt am Main, Hamburg, Ismaning bei München, Köln, Passau, Stuttgart",Teilweise Home-Office,57.000 - 93.000 €/Jahr  (geschätzt für Vollzeit)
Senior Consultant Advanced Analytics (m/w/d),INFOMOTION GmbH,"Frankfurt-am-Main, Berlin, Dresden, Hamburg, Köln, Stuttgart, München",Teilweise Home-Office,50.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
Psychologist (PhD Position) for AI-Driven Cancer Prevention Campaigns,Deutsches Krebsforschungszentrum DKFZ,Heidelberg,Teilweise Home-Office,
Client Solution Specialist (m/w/d) Marketing Services – Healthcare-Marketing,IQVIA Commercial GmbH & Co. OHG,Aschheim bei München,,60.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) App Produktmanager (m/w/d) Mobilfunk,CHECK24,Köln,Teilweise Home-Office,56.000 - 78.000 €/Jahr  (geschätzt für Vollzeit)
Senior Business Development Manager IPAI (m/w/d),Schwarz Corporate Solutions,Heilbronn,Teilweise Home-Office,
Insights Strategy & Execution Therapeutic Area Manager (m/f/d) Germany,Pfizer Pharma GmbH,Berlin,,48.000 - 84.000 €/Jahr  (geschätzt für Vollzeit)
Master Data Manager EU (m/f/d),James Hardie Europe GmbH,Düsseldorf,Teilweise Home-Office,53.000 - 73.000 €/Jahr  (geschätzt für Vollzeit)
Senior Consultant - Transaction Advisory Services (m/w/d),Grant Thornton AG Wirtschaftsprüfungsgesellschaft,"Düsseldorf, Frankfurt am Main, Stuttgart, Hamburg, München",Teilweise Home-Office,65.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)
Data Engineer / Data Lake & MS-SQL Entwickler:in,Vonovia,bundesweit,Teilweise Home-Office,
Wissenschaftliche Mitarbeiterin bzw. Wissenschaftlicher Mitarbeiter (m/w/d) an der Fakultät für Bauingenieurwesen und Umweltwissenschaften am Institut für Mathematik und Computergestützte Simulation,Universität der Bundeswehr München,Neubiberg,Teilweise Home-Office,
Mitarbeiter*in (w/m/d) für den Bereich Qualität in der Lehre / E-Learning,Duale Hochschule Baden-Württemberg Heilbronn,Heilbronn,Teilweise Home-Office,49.096 - 71.099 €/Jahr  (geschätzt für Vollzeit)
CERN Technical Student Programme - Internship for bachelor and master students in technical and engineering domains (m/w/d),Cern,Meyrin,,
Office Assistant / Empfangsmitarbeiter (m/w/d),d-fine GmbH,Frankfurt am Main,Teilweise Home-Office,34.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Product Owner BI (m/w/d),RSU GmbH,Ulm,Teilweise Home-Office,65.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
"Junior Managers Program – HR mit Fokus auf HR Tech, Digitalisierung und Generative AI – Traineeprogramm (w/m/div.)",Bosch Gruppe,Gerlingen,,
Junior Portfolio Manager*in mit quantitativem Fokus (in Voll- oder Teilzeit) - mit Direkteinstieg PLUS,Union Investment,Frankfurt am Main,Teilweise Home-Office,59.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
Young Professionals / Neueinsteiger/ PTA (m/w/d) für den wissenschaftlichen / pharmazeutischen Außendienst,IQVIA CSMS GmbH,bundesweit,,50.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)
Team Lead Pricing Strategy (m/w/d),Gebr. Heinemann SE & Co. KG,Hamburg,,65.000 - 78.000 €/Jahr  (geschätzt für Vollzeit)
Wissenschaftliche Mitarbeiterin bzw. Wissenschaftlicher Mitarbeiter (m/w/d) an der Fakultät für Bauingenieurwesen und Umweltwissenschaften am Institut für Mathematik und Computergestützte Simulation,Universität der Bundeswehr München,Neubiberg,Teilweise Home-Office,
Leiter (m/w/d) der Einheit People Transparency & Planning,Generali Deutschland AG,"Köln, München",Teilweise Home-Office,104.500 - 131.500 €/Jahr  (geschätzt für Vollzeit)
Wissenschaftliche Mitarbeiterin bzw. Wissenschaftlicher Mitarbeiter (m/w/d) an der Fakultät für Bauingenieurwesen und Umweltwissenschaften am Institut für Mathematik und Computergestützte Simulation,Universität der Bundeswehr München,Neubiberg,Teilweise Home-Office,
Wissenschaftliche Mitarbeiterin bzw. Wissenschaftlicher Mitarbeiter (m/w/d) an der Fakultät für Bauingenieurwesen und Umweltwissenschaften am Institut für Mathematik und Computergestützte Simulation,Universität der Bundeswehr München,Neubiberg,Teilweise Home-Office,
"Pharmareferent / Pharmaberater / MSL / Klinikreferent / Regionalleiter (m/w/d) für die Onkologie, ZNS, Immunolgie, Diabetologie, Pulmologie, Derma- und Rheumatologie und andere Indikationen",IQVIA CSMS GmbH,deutschlandweit,,60.000 - 95.000 €/Jahr  (geschätzt für Vollzeit)
"Apothekenaußendienstmitarbeiter / OTC / PTA / Apothekenreferent (m/w/d) für den Apotheken-Außendienstes bundesweite Gebiete und bevorzugt in den Großräumen Frankfurt, Hamburg und München",IQVIA CSMS GmbH,Bundesweit,,58.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Enterprise Data Architect (m/w/d),Secunet Security Networks AG,"Bonn, Essen",Teilweise Home-Office,61.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)
Werkstudent im Bereich Applications (m/w/d),BWI GmbH,"bundesweit, Meckenheim, Frankfurt, Hamburg, München, Nürnberg, Ulm, Berlin, Bonn",Teilweise Home-Office,
Senior Data Scientist (mwd),HMS Analytical Software GmbH,"Heidelberg, Berlin, Ulm",Teilweise Home-Office,62.000 - 84.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Scientist (m/w/d),Creditplus Bank AG,Stuttgart,Teilweise Home-Office,66.000 - 110.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Consultant Data Strategy & Governance (w/m/d),KPMG AG Wirtschaftsprüfungsgesellschaft,Berlin,Teilweise Home-Office,
Senior Data Scientist (w/m/d),ING Deutschland,Frankfurt am Main,,74.000 - 99.000 €/Jahr  (geschätzt für Vollzeit)
Senior C# .NET Backend Software Developer (m/w/d),ISS Software GmbH,bundesweit,Teilweise Home-Office,72.000 - 100.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) Consultant - Künstliche Intelligenz & Operations Research (m/w/d),IABG Industrieanlagen - Betriebsgesellschaft mbH,"Ottobrunn bei München, Berlin",Teilweise Home-Office,50.000 - 87.000 €/Jahr  (geschätzt für Vollzeit)
Senior Online Marketing Manager (w/m/d),DFV Deutsche Familienversicherung AG,Frankfurt am Main,Teilweise Home-Office,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Junior Business Analyst Risikomanagement (m/w/d),ISS Software GmbH,bundesweit,Teilweise Home-Office,50.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
Projektmanager in innovativen Technologieprojekten (m/w/d),TWT GmbH Science & Innovation,"Stuttgart, München, Ingolstadt",Teilweise Home-Office,53.000 - 84.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) Digital Produktmanager (m/w/d) Mietwagen,CHECK24,Augsburg,,45.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Digitaler Produktmanager (m/w/d) Search / AI Forge,CHECK24,München,,45.000 - 60.000 €/Jahr  (geschätzt für Vollzeit)
Strategiemanager (m/w/d),Optica Abrechnungszentrum Dr. Güldener GmbH,Stuttgart,Teilweise Home-Office,48.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Engineer (m/w/d),Deichmann SE,Mülheim an der Ruhr,Teilweise Home-Office,61.000 - 82.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Data Scientist (gn) Internationales Team,Control Expert GmbH,Düsseldorf,Teilweise Home-Office,59.000 - 89.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Data Scientist (gn) with Spanish language skills,Control Expert GmbH,Düsseldorf,Teilweise Home-Office,59.000 - 89.000 €/Jahr  (geschätzt für Vollzeit)
(Junior) Digital Produktmanager (m/w/d) AurumCars,CHECK24,München,,40.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Analyst (m/f/d),baupal GmbH,Berlin,,46.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Analyst (f/m/d),baupal GmbH,Berlin,,46.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Lead Data Engineer (m/w/d),Rentschler Biopharma SE,Laupheim,Teilweise Home-Office,81.000 - 106.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Engineer (f/m/x),Tourlane GmbH,"Berlin, Germany",Teilweise Home-Office,51.000 - 74.000 €/Jahr  (geschätzt für Vollzeit)
Senior Product Owner (m/f/x),Daiichi Sankyo Europe GmbH,München,,4.700 - 6.300 €/Monat  (geschätzt für Vollzeit)
Senior Consultant / Manager Digital Procurement (m/w/d),Capgemini Invent,"Berlin, Frankfurt am Main, Hamburg, Köln, München, Stuttgart",,75.000 - 117.000 €/Jahr  (geschätzt für Vollzeit)
Senior Consultant / Manager Finance Transformation (m/w/d),Capgemini Invent,"Berlin, Frankfurt am Main, Hamburg, Köln, München, Stuttgart",,64.000 - 100.000 €/Jahr  (geschätzt für Vollzeit)
Senior Consultant / Manager (Gen) AI & Data Strategy (m/w/d),Capgemini Invent,"Berlin, Frankfurt am Main, Hamburg, Köln, München, Stuttgart",Teilweise Home-Office,64.000 - 101.000 €/Jahr  (geschätzt für Vollzeit)
Projektleiter (m/w/d) Netzleit- und Fernwirktechnik,VIVAVIS AG,Bochum,Teilweise Home-Office,55.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Technical Product Owner – Data Streaming Platform Databricks (m/w/d),SCHUFA Holding AG,"Bochum, Berlin, Wiesbaden, Hamburg",,60.000 - 82.000 €/Jahr  (geschätzt für Vollzeit)
Leitung Sektion eScience-Zentrum (w_m_d),Helmholtz-Zentrum Potsdam Deutsches GeoForschungsZentrum GFZ,Potsdam,,5.504 - 7.748 €/Monat  (geschätzt für Vollzeit)
Project Manager Big Data Procurement (m/w/d),STRABAG AG,Stuttgart,,71.000 - 94.000 €/Jahr  (geschätzt für Vollzeit)
"Senior Ads Measurement Partner, Germany",Netflix Services Germany GmbH,"Berlin, Germany",,35.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
"Senior Analyst, Consolidation, Long-term planning, Long-term planning",Amazon Europe Core,Luxembourg,,
Projektleiter:in (m/w/d) Digitalisierung,STRABAG AG,"Stuttgart, Wien",,61.000 - 92.000 €/Jahr  (geschätzt für Vollzeit)
Senior Full Stack Developer (m/f/d),Heraeus Consulting & IT Solutions GmbH,Hanau,Teilweise Home-Office,65.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)
AI GTM Lead (f/m/d) - SAP Services,SAP SE,"Walldorf, DE, 69190",,60.000 - 92.000 €/Jahr  (geschätzt für Vollzeit)
Consultant - Digital Analytics (m/w/d) for Dusseldorf,Digitl GmbH,Düsseldorf,Teilweise Home-Office,47.000 - 66.000 €/Jahr  (geschätzt für Vollzeit)
Consultant - Digital Analytics (m/w/d) for Berlin,Digitl GmbH,Berlin,Teilweise Home-Office,46.000 - 64.000 €/Jahr  (geschätzt für Vollzeit)
Senior Sales Manager Core Insurance (m/w/d),ISS Software GmbH,bundesweit,Teilweise Home-Office,124.000 - 161.000 €/Jahr  (geschätzt für Vollzeit)
"AI Architect / Machine Learning Engineer (m,f,d)",Milldent GmbH,Duisburg,,46.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)
Data-Engineer KI (m/w/d) (Data Engineer),OneXip GmbH,Dresden,,39.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Principal Data Scientist (d/f/m) (Data Scientist),Aignostics GmbH,Berlin,,45.000 - 63.000 €/Jahr  (geschätzt für Vollzeit)
Datenanalyst autonomes Fahren (m/w/d) (Data Scientist),EVOMOTIV GmbH,München,,52.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)
Senior Project Manager (m/w/d) im Bereich Upstream Optimization,Rosenxt Group,Lingen (Ems),Teilweise Home-Office,72.000 - 102.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Consultant (m/w/d),Ailio GmbH,Bielefeld,Teilweise Home-Office,42.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
Fullstack Engineer (Python/React) (m/w/d),Tracify GmbH,Munich,Teilweise Home-Office,50.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Consultant (Betriebswirt/in (Fachschule) - Projektmanagement),Processand,München,Teilweise Home-Office,48.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Python Developer,RaaS GmbH,Düsseldorf,Teilweise Home-Office,40.000 - 58.000 €/Jahr  (geschätzt für Vollzeit)
"Solutions Architect, NVIDIA Cloud Partners",NVIDIA GmbH,München,,60.000 - 81.000 €/Jahr  (geschätzt für Vollzeit)
Junior Integration Engineer // Data Engineer,paretos GmbH,Heidelberg,Teilweise Home-Office,41.000 - 62.000 €/Jahr  (geschätzt für Vollzeit)
Software Engineer - Machine Learning (all genders),Outfittery GmbH,Berlin,Teilweise Home-Office,41.000 - 58.000 €/Jahr  (geschätzt für Vollzeit)
Co-founder (m/w/d) at mine&make GmbH,mine&make GmbH,"Röhrer Weg 8, 71032 Böblingen, Germany",,47.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Engineering Consultant (m/w/d),Hopmann | Marketing Analytics Inh. Jörg Hopmann,Munich,,54.000 - 74.000 €/Jahr  (geschätzt für Vollzeit)
Data Scientist (m/w/d) (Junior),Strategion GmbH,"Osnabrück, Saarbrücken",,43.000 - 61.000 €/Jahr  (geschätzt für Vollzeit)
Data Strategy Manager (all genders) (Data Scientist),BORA - Lüftungstechnik GmbH,Kiefersfelden,,47.000 - 66.000 €/Jahr  (geschätzt für Vollzeit)
SAP BW Data Scientist / Analytics Expert,Sidekick Network GmbH & Co. KG,Hanover,Teilweise Home-Office,
Chief AI Engineer,ExoMatter GmbH,Munich,Teilweise Home-Office,56.000 - 76.000 €/Jahr  (geschätzt für Vollzeit)
_Softwareentwicklung Jobs im Landkreis Bodenseekreis,Landkreis Bodenseekreis,"88069 Tettnang, Deutschland",,37.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
Praktikum Product & AI Innovation (m/w/d),Just Forward Consulting GmbH,Berlin,,
Data Scientist (m/w/d) (Data Scientist),SINTEC Informatik GmbH,Fürth Bayern,Teilweise Home-Office,45.000 - 63.000 €/Jahr  (geschätzt für Vollzeit)
Presales Consultant Data & Analytics (m/w/d),HUBSTER.S GmbH,Grafenrheinfeld,Teilweise Home-Office,46.000 - 64.000 €/Jahr  (geschätzt für Vollzeit)
Consultant - Digital Analytics (m/w/d) for Munich,Digitl GmbH,Munich,Teilweise Home-Office,53.000 - 73.000 €/Jahr  (geschätzt für Vollzeit)
Consultant - Digital Analytics (m/w/d) for Hamburg,Digitl GmbH,Hamburg,Teilweise Home-Office,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Sales Consultant (m/w/d),Creativestyle GmbH,Munich,Teilweise Home-Office,42.000 - 60.000 €/Jahr  (geschätzt für Vollzeit)
Generative-AI Developer (m/w/d),Thinktecture AG,Karlsruhe,Teilweise Home-Office,45.000 - 63.000 €/Jahr  (geschätzt für Vollzeit)
Data Scientist,Robotron Datenbank-Software GmbH,"Dresden, Deutschland",Teilweise Home-Office,42.000 - 63.000 €/Jahr  (geschätzt für Vollzeit)
Data Engineer (d/f/m),Entrix GmbH,Munich,,50.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)
Praktikum Softwareentwicklung Computer Vision im KI Startup (m/w/d),IUNA AI Systems GmbH,Heilbronn,,
Data & Insights Specialist,Audiencly GmbH,Düsseldorf,Teilweise Home-Office,42.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
Data Engineer KI-basiertes Recycling,WeSort.AI GmbH,Würzburg,,43.000 - 61.000 €/Jahr  (geschätzt für Vollzeit)
Laborleitung (m/w/d) Business Innovation Lab (Informatiker/in),Duale Hochschule Baden-Württemberg,Lörrach,Teilweise Home-Office,46.000 - 64.000 €/Jahr  (geschätzt für Vollzeit)
Quant Trader (m/w/d),Terra One Climate Solutions GmbH,Berlin,Teilweise Home-Office,43.000 - 61.000 €/Jahr  (geschätzt für Vollzeit)
Junior Data Scientist,DiMOS Operations GmbH,Klepperstr. 18a Rosenheim,Teilweise Home-Office,42.000 - 59.000 €/Jahr  (geschätzt für Vollzeit)
Professur für Informationstechnik (m/w/d) (Informatiker/in),Duale Hochschule Baden-Württemberg,Friedrichshafen,Teilweise Home-Office,38.000 - 54.000 €/Jahr  (geschätzt für Vollzeit)
Semesterpraktikant:in im Bereich Innovative Produktentwicklung als Softwareentwickler (m/w/d) in Ulm bei Innolizer GmbH,Innolizer GmbH,"Ulm, Deutschland",,
Bachelorarbeit / Masterarbeit Software Entwicklung (m/w/d),GECKO mbH,Rostock,Teilweise Home-Office,
Data Scientist & Machine Learning Engineer (m/w/d) (Data Scientist),talocasa GmbH,Hamburg,Teilweise Home-Office,49.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)
Werkstudent (m/w/d) in der Entwicklung - Entwicklung eines KI gestützten Innovationsmanagement-Tool,Marquardt GmbH,"Rietheim-Weilheim, Deutschland",,
Python Entwickler Full Stack (m/w/d) (Softwareentwickler/in),Hase & Igel GmbH,Oldenburg (Oldb),,37.000 - 53.000 €/Jahr  (geschätzt für Vollzeit)
Softwareentwickler: in (m/w/d) – KI-Anwendungen im Online-Unternehmen (Softwareentwickler/in),German eTrade GmbH felgenoutlet.de,Dresden,,38.000 - 55.000 €/Jahr  (geschätzt für Vollzeit)
Werkstudent Software Entwicklung (m/w/d),GECKO mbH,Rostock,,27.000 - 41.000 €/Jahr  (geschätzt für Vollzeit)
Principal Data Scientist | Pricing,OLX Group GmbH,10178 Berlin DE,Teilweise Home-Office,45.000 - 63.000 €/Jahr  (geschätzt für Vollzeit)
Bachelorand/Masterand (m/w/d) in der Entwicklung - KI gestütztes Innovationsmanagement-Tool,Marquardt GmbH,"Rietheim-Weilheim, Deutschland",,
Praktikant (m/w/d) in der Entwicklung - Entwicklung eines KI gestützten Innovationsmanagement-Tool,Marquardt GmbH,"Rietheim-Weilheim, Deutschland",,
Data Scientist (f/m/d),Climate Analytics GmbH,Berlin HQ,,
_Softwareentwicklung Jobs im Landkreis Bodenseekreis,Landkreis Bodenseekreis,Kressbronn Kressbronn,,
Praktikum Software Entwicklung (m/w/d),GECKO mbH,Rostock,Teilweise Home-Office,
Cloud Big Data Engineer / DevOps Engineer (m/w/d),QIMIA GmbH,"Köln, Deutschland",Teilweise Home-Office,43.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Platform Engineer (d/f/m) (Informatiker/in),Aignostics GmbH,Berlin,Teilweise Home-Office,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Digital Business Consultant (m/f/x) (2),Virtual Identity AG,Munich,,55.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Data Scientist - Startup Berlin,Cherry Ventures Management GmbH,Berlin,Teilweise Home-Office,47.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Startseite — Job — Stellenangebot: Full Stack Java Developer (m/w/d) bei Hawk,Storetown-Media,80331 München DE,,50.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)
VPP Modeling Engineer / Data Scientist (m/f/d),1komma6 - Multimediale Dienstleistungen GmbH,Berlin,Teilweise Home-Office,46.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Job-dualer-student-wirtschaftsinformatik - Bee360,Bee360 GmbH,Albert-Nestler-Str. 24 Karlsruhe,,
ML Ops Engineer - Berlin,Cherry Ventures Management GmbH,Berlin,,47.000 - 66.000 €/Jahr  (geschätzt für Vollzeit)
"Werkstudent*in Data, Analytics & AI Public Sector",Unternehmensberatung Infora Gmbh,Berlin,Teilweise Home-Office,
Portfolio Management & Research Working Student,Advanced Blockchain AG,Berlin,Teilweise Home-Office,
Data Engineering Intern / Working Student (F/M/D),Remberg GmbH,München,,
(Senior) Data Scientist / ML Engineer (m/w/d),engAIge GmbH,Frankfurt,Teilweise Home-Office,49.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Data- & BI-Engineer (m/w/d),Idana AG,Freiburg im Breisgau,Teilweise Home-Office,47.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Junior Consultant Digital Analytics (m/f/d) for Hamburg,Digitl GmbH,Hamburg,Teilweise Home-Office,
Junior Consultant Digital Analytics (m/f/d) for Dusseldorf,Digitl GmbH,Düsseldorf,Teilweise Home-Office,
Junior Consultant Digital Analytics (m/f/d) for Munich,Digitl GmbH,Munich,Teilweise Home-Office,
IT-Systemadministrator (m/w/d),Foodforecast Technologies GmbH,Cologne,Teilweise Home-Office,36.000 - 52.000 €/Jahr  (geschätzt für Vollzeit)
Cloud Big Data Engineer / DevOps Engineer (m/w/d),QIMIA GmbH,Köln,Teilweise Home-Office,47.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Cloud and DevOps Engineer (Kubernetes),Datatroniq GmbH,Berlin,Teilweise Home-Office,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Microsoft Word - Junior Consultant DE 2024,ZPARTNER GmbH & Co.KG,"Gröbenzell, Deutschland",Teilweise Home-Office,38.000 - 58.000 €/Jahr  (geschätzt für Vollzeit)
Data Engineer (w/m/d) job at Billie in Berlin,Billie GmbH,"Berlin, Germany",Teilweise Home-Office,42.000 - 62.000 €/Jahr  (geschätzt für Vollzeit)
Lead Supply Analyst (m / f / d ),Omio Travel GmbH,Berlin,,39.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
(Senior)Machine Learning Data Scientist(d/f/m),Entrix GmbH,Munich,,52.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Lead Supply Analyst (m / f / d ),Omio Travel GmbH,Berlin,,39.000 - 56.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Scientist- Optimization (d/f/m),Entrix GmbH,Munich,,59.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
Data Scientist (m/f/d),PAUL Tech AG,Mannheim,,48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)
Clinical R&D Manager for Medical Devices,Lindera GmbH,Berlin,,47.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Scientist (M/W/D) NLP in München,NorCom Information Technology GmbH & Co. KGaA,Munich,,59.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)
Sales / Vertrieb Weiterbildung (m/w/d) - Jobchance für Remote-Workers (Teilzeit),Greenbootcamps GmbH,Hamburg,Teilweise Home-Office,32.000 - 48.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Scientist (m/f/d),PAUL Tech AG,Mannheim,,55.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) AI Engineer / Consultant (m/w/d) (Informatiker/in),esentri AG,Ettlingen,Teilweise Home-Office,47.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Data Scientist and Process Mining Architect (Data Scientist),Processand,München,Teilweise Home-Office,50.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)
Kaufmännischer Mitarbeiter (m/w/d),New Elements GmbH,Nürnberg Mittelfranken,,29.000 - 38.000 €/Jahr  (geschätzt für Vollzeit)
(Senior) Data Engineer (m/w/d) (Data Engineer),esentri AG,Ettlingen,Teilweise Home-Office,46.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)
Senior Solution Engineering (f/m/d),paretos GmbH,Heidelberg,Teilweise Home-Office,51.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)
Senior Data Scientist,PREVENTIO GmbH,Frankfurt,,55.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)
Senior Software Engineer (d/f/m),Entrix GmbH,Munich,,58.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)
Principal Software Engineer (d/f/m),Entrix GmbH,Munich,,58.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)
Lead / Experienced Java Developer (m/w/x),European EPC Competence Center GmbH,Neuss,,41.000 - 64.000 €/Jahr  (geschätzt für Vollzeit)
Ausbildung Kaufmann/-frau (m/w/d) für Büromanagement,eoda GmbH,Kassel,Teilweise Home-Office,
Thesis Student Sap (Bachelor-/Masterthesis) (M/w/d),Pikon International Consulting Group GmbH,Saarbrücken Deutschland,,
Staff Data Scientist (d/f/m) (Data Scientist),Aignostics GmbH,Berlin,,46.000 - 64.000 €/Jahr  (geschätzt für Vollzeit)
Head of AI (m / f / d),Omio Travel GmbH,Berlin,,66.000 - 87.000 €/Jahr  (geschätzt für Vollzeit)
Visiting Venture Architect (f/m/x),MVPF Technologies GmbH,Berlin,Teilweise Home-Office,
